uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,cases,date
CE,29,1093,340.975,410.90000000000003,503,725,1719.25,2782.3000000000015,4217.049999999999,5877.899999999995,662,2024-04-21
CE,30,1109,358.775,419.9,517.8,735,1801.5,2884.600000000001,3981.8499999999985,5531.0999999999995,666,2024-04-28
CE,31,1117.5,347.925,421.85,526.8000000000001,751.75,1705.25,2882.3,4084.399999999997,5866.799999999996,532,2024-05-05
CE,32,1094,343.925,415,517,746,1741.5,2875.2000000000007,3853.7999999999984,5965.0999999999885,461,2024-05-12
CE,33,1070.5,344.95000000000005,408.95,495.9,715,1686,2726.3,3712.5499999999993,5471.299999999992,420,2024-05-19
CE,34,1021,321.97499999999997,391,491,693.75,1611.25,2578.4000000000015,3571.45,5174.149999999999,346,2024-05-26
CE,35,984,303,362,445,632,1533.5,2538.2000000000003,3717.0999999999995,5358.449999999997,351,2024-06-02
CE,36,912,284.875,351.95,423.9,611.75,1484.75,2445.3000000000034,3595.5999999999995,5252.474999999998,366,2024-06-09
CE,37,847,256.975,314.95000000000005,389,558.75,1344.5,2212.4000000000005,3147.1499999999987,4317.624999999996,304,2024-06-16
CE,38,798,249.975,294.90000000000003,376.9,534,1275.25,2058.4000000000005,2752.3999999999987,3991.224999999988,249,2024-06-23
CE,39,753,237.97500000000002,283,342,495,1203.25,1904,2590.949999999999,3596.149999999999,291,2024-06-30
CE,40,692.5,215.82500000000002,258.95000000000005,318.90000000000003,452.75,1089.25,1776.6000000000008,2427.7499999999995,3542.074999999989,233,2024-07-07
CE,41,641.5,191.975,231.95,286.90000000000003,418,1016.25,1626,2318.05,2998.699999999996,184,2024-07-14
CE,42,578.5,172,208,260,373,944.5,1498.4000000000005,2022.1,2854.0999999999995,145,2024-07-21
CE,43,513.5,157.97500000000002,193.95,237,336,809.5,1387.6000000000008,1996.6999999999994,2656.4249999999975,176,2024-07-28
CE,44,464,139.975,171,213,301,751,1195.800000000001,1797.5999999999995,2644.124999999999,184,2024-08-04
CE,45,411.5,121.975,150,186,269,645.25,1024.1000000000001,1381.1999999999998,2009.2499999999986,153,2024-08-11
CE,46,366,109,133,161,240,569.25,957.2000000000003,1351.1,1824.3249999999982,130,2024-08-18
CE,47,317.5,90.92500000000001,115,143,211,505,839.3000000000004,1121.1999999999998,1565.6749999999963,107,2024-08-25
CE,48,275,81,97.95,123,179,438.5,727.2000000000003,1040.4999999999995,1427.2499999999986,92,2024-09-01
CE,49,240,78,91,112,157,385,634.1000000000001,905.1499999999999,1348.1499999999992,95,2024-09-08
CE,50,210,64,76,97,140,345,573.2000000000003,819.3499999999997,1172.349999999998,78,2024-09-15
CE,51,185,55.975,68,85,123,288.25,472,671.05,900.0249999999999,90,2024-09-22
CE,52,162,45,56.95,72,105,253.25,404,564.0999999999999,806.1999999999989,55,2024-09-29
DF,1,77,4,8,14,34,167.25,365.10000000000014,616.0999999999999,1050.0999999999995,252,2023-10-08
DF,2,74,5,8,14,31,175,367.10000000000014,601.5499999999995,999.0999999999995,355,2023-10-15
DF,3,75,4,8,14,31,170,353.40000000000055,612.1999999999998,1003.1249999999993,281,2023-10-22
DF,4,73,4,8,14,33,160,360,591.0999999999999,974.1249999999993,365,2023-10-29
DF,5,76,5,9,15,34,176,375.10000000000014,653.0999999999999,969.1999999999989,503,2023-11-05
DF,6,85,6,10,16,37,191,416.40000000000055,708.1999999999998,1196.0249999999999,590,2023-11-12
DF,7,95,6,10,18,42,205,444.10000000000014,751.1999999999998,1204.199999999999,944,2023-11-19
DF,8,100,7,11,19,44,230.25,484.5000000000007,822.05,1333.0249999999944,1255,2023-11-26
DF,9,114,7,12.950000000000003,22,50,253.25,560.1000000000001,937.1999999999998,1343.1249999999993,1671,2023-12-03
DF,10,125,8,14,24,54,278,603.4000000000005,1052.8499999999992,1690.4499999999975,2468,2023-12-10
DF,11,150,10,16,28,68,329,672.500000000002,1129.1499999999999,1702.9749999999947,2833,2023-12-17
DF,12,166.5,12,19,31,68,360.25,786.1000000000001,1359.4999999999995,2330.6249999999964,3680,2023-12-24
DF,13,196,11,20.950000000000003,37,84,437.75,949.2000000000003,1485.999999999999,2145.025,8565,2023-12-31
DF,14,225.5,14,24,44,96,499.25,1089.0000000000014,1767.6999999999994,3075.79999999999,8713,2024-01-07
DF,15,283.5,17,30,50,114,618.25,1311.6000000000008,2296.899999999999,3414.9749999999894,13135,2024-01-14
DF,16,322.5,20,34.95,60,136.75,721,1559.4000000000005,2662.0999999999985,3893.7249999999963,19232,2024-01-21
DF,17,370,24,44,69,157.75,835.25,1865.700000000001,2958.4999999999995,4799.82499999999,22583,2024-01-28
DF,18,429.5,23.975,41.95,80,180,964.75,2065.0000000000014,3162.4999999999995,5963.149999999994,21745,2024-02-04
DF,19,461.5,33.975,52,95,203.75,1052,2163.100000000003,3714.199999999999,6273.874999999984,21486,2024-02-11
DF,20,512.5,33.975,56,95.9,219.75,1086.25,2475.300000000002,4394.5999999999985,6472.999999999989,23166,2024-02-18
DF,21,545,38,62,107,243,1241.25,2597.3,4516.5499999999975,6917.424999999992,21990,2024-02-25
DF,22,571,36.975,62.95,117.9,246.75,1293.5,2899,4731.999999999999,7417.7749999999905,19205,2024-03-03
DF,23,625.5,44.975,71,126.9,279,1392.25,2973.2000000000044,4790.899999999998,7854.524999999997,17170,2024-03-10
DF,24,694.5,47,71,123,294,1477,3322.2000000000016,5806.200000000001,8355.624999999985,15588,2024-03-17
DF,25,706.5,48,82,132,299,1504.25,3304.2000000000016,5354.649999999998,9087.449999999992,10347,2024-03-24
DF,26,720.5,48.975,78,137.70000000000002,312.25,1672.25,3445.600000000004,5958.5,9399.124999999973,10614,2024-03-31
DF,27,733.5,50,82.95,141,321.5,1606.25,3630.600000000002,6096.099999999996,9184.974999999995,9539,2024-04-07
DF,28,776.5,51,81,148,336,1660.75,3534.3,6179.249999999998,9292.449999999997,7332,2024-04-14
DF,29,747.5,51,87.95,148,324,1806.25,3755.3000000000006,6273.299999999999,9504.899999999994,5581,2024-04-21
DF,30,753,47,79,153.9,327.75,1704.5,3629.000000000008,6028.3499999999995,8778.024999999912,4417,2024-04-28
DF,31,740,55,87,140.9,331,1662.5,3651.9000000000015,5792.499999999996,9680.574999999992,3696,2024-05-05
DF,32,731.5,56.975,85,139.8,318,1661.5,3794.6000000000035,5963.3,9312.249999999924,3192,2024-05-12
DF,33,682,43.975,80.95,140.8,284,1516,3336.9000000000015,5342.049999999996,8861.874999999995,2828,2024-05-19
DF,34,594.5,43.975,66.95,119.9,271,1335,3005.1,4694.55,7935.174999999983,2019,2024-05-26
DF,35,510,32,55,97,231.75,1159.5,2545.2,4307.949999999998,6452.849999999995,1356,2024-06-02
DF,36,413,30,46,82,180,921,1991.700000000001,3583.8999999999996,5556.274999999999,886,2024-06-09
DF,37,335,24,36.95,62.900000000000006,152,768.25,1630.400000000002,2627.5499999999997,3968.6999999999853,586,2024-06-16
DF,38,262,17,28,49.900000000000006,115,597,1294,2221.2,3330.1999999999935,298,2024-06-23
DF,39,216.5,13,21,38,89,446.5,1030.5000000000007,1611.199999999999,2545.2999999999984,344,2024-06-30
DF,40,160,10.975000000000001,18,32,68,365,762,1191.4499999999996,1765.5749999999969,290,2024-07-07
DF,41,124,9,14.950000000000003,23,55,294.5,627.3000000000004,1102.3499999999997,1676.3999999999978,205,2024-07-14
DF,42,114,7,11.950000000000003,22,46.75,248,532.4000000000005,898.9999999999991,1414.6749999999963,218,2024-07-21
DF,43,94.5,5,9,18,41,216.25,449,733.1499999999999,1196.0749999999996,247,2024-07-28
DF,44,87,5,10,16,35,189,405,669.1499999999999,1014.5999999999967,232,2024-08-04
DF,45,79.5,5,9,15,33,184,388.2000000000003,604.7499999999993,1022.0499999999997,259,2024-08-11
DF,46,78,4,8,15.900000000000006,33,175,401.10000000000014,597.1999999999998,905.1249999999993,227,2024-08-18
DF,47,76,5,9,15,35,168,356,609.05,1016.4499999999975,196,2024-08-25
DF,48,78,4,8,14,31,175.25,385,595.05,959.549999999997,184,2024-09-01
DF,49,78.5,5,8,14,34,176.25,368.10000000000014,664.3499999999997,974.0499999999997,193,2024-09-08
DF,50,77.5,5,9,14,34,181.25,379.2000000000003,646.0999999999999,1062.3249999999982,181,2024-09-15
DF,51,81,5,9,16,36,181,384.10000000000014,579.0999999999999,822.7749999999958,199,2024-09-22
DF,52,74,5,8,14,33,170,401,661.5499999999995,1013.1249999999993,186,2024-09-29
ES,1,173,1,4,9,36.75,942.25,4771.500000000002,14280.949999999999,38776.74999999999,791,2023-10-08
ES,2,187,2,4.950000000000003,12,45,1040.25,5540.700000000004,14714.299999999985,40935.84999999985,864,2023-10-15
ES,3,218,3,6,14,52,1126.5,5924.500000000009,16846.449999999957,48764.49999999988,790,2023-10-22
ES,4,243.5,3,6,18,55,1317.75,5571.9000000000015,16890.949999999975,52696.97499999911,842,2023-10-29
ES,5,278.5,2,7,17,61.75,1532.5,7827.300000000003,22328.099999999995,58894.72499999998,1028,2023-11-05
ES,6,300,3,7,17,66,1600,8021.70000000001,26195.199999999968,70311.94999999982,805,2023-11-12
ES,7,326,4,9,18,71.75,1714.75,8708.400000000001,25639.949999999993,73494.17499999946,944,2023-11-19
ES,8,373,5,9,22,79.75,1953.75,10190.800000000005,28902.899999999954,84981.97499999985,914,2023-11-26
ES,9,377,4,9,23.900000000000006,85,1864,10482.000000000011,31859.999999999993,94277.84999999977,931,2023-12-03
ES,10,391.5,5.975000000000001,10,24.900000000000006,84,2151.5,10934.500000000005,29211.29999999998,70698.67499999973,904,2023-12-10
ES,11,403,4,9.950000000000003,22,89.75,2015.25,10190.600000000026,33643.7,89835.874999999,831,2023-12-17
ES,12,457.5,5,10,24,96,2224.75,12621.900000000021,32871.649999999994,107703.34999999889,609,2023-12-24
ES,13,442.5,4,11.950000000000003,26,97,2257.25,12906.300000000008,35971.79999999999,92743.9249999991,29,2023-12-31
ES,14,456.5,5,11,26,97,2480.75,12398.300000000017,34727.399999999965,121284.44999999997,1459,2024-01-07
ES,15,465.5,5,11,26,106.75,2287,13932.700000000008,38259.64999999999,87918.0499999997,2078,2024-01-14
ES,16,470,6,14,31,110,2531,12506.300000000007,40437.29999999997,96414.8999999999,2567,2024-01-21
ES,17,517.5,5,12,31,118.75,2793.75,14483.700000000012,38530.54999999994,111689.59999999951,3586,2024-01-28
ES,18,514,6,13.950000000000003,32,118,2906.75,14431.900000000021,42865.29999999996,112948.4999999971,4443,2024-02-04
ES,19,579,7,16,35,138.75,3029.25,15850.900000000038,48627.4,122273.22499999998,6337,2024-02-11
ES,20,593,7,14,37,127,3066,15287.20000000003,43226.999999999935,128721.7249999997,8708,2024-02-18
ES,21,583.5,6,16,37.900000000000006,146,3447.75,15797.60000000002,48642.099999999984,114109.14999999943,10880,2024-02-25
ES,22,623.5,7,16.950000000000003,37,134.75,3062.75,16433.10000000003,43841.94999999998,135047.7249999992,11438,2024-03-03
ES,23,643.5,9,17,38.900000000000006,147,3322.5,17176.20000000002,62512.349999999984,142090.29999999987,11994,2024-03-10
ES,24,600.5,9,18,36,140,3188.5,17312.900000000027,43699.04999999997,158767.82499999987,11040,2024-03-17
ES,25,665,8.975000000000001,18.950000000000003,39,148.75,3385.5,14912.100000000008,53703.29999999997,129606.37499999975,8520,2024-03-24
ES,26,649.5,7.975000000000001,16,39,139,3164.75,15682.800000000028,50166.049999999996,126813.27499999882,8889,2024-03-31
ES,27,629,7,15,37,138,3035.5,15194.80000000003,47881.89999999997,113276.02499999943,7381,2024-04-07
ES,28,569.5,9,16,34,125.75,3032,12643.700000000086,41226.09999999999,128894.8249999986,6700,2024-04-14
ES,29,560,7,15,33.900000000000006,123,2812,13932.300000000003,38496.899999999936,112748.17499999961,5408,2024-04-21
ES,30,538.5,7,14,35,122.5,2708.25,13612.80000000001,35193.5,91876.74999999949,4792,2024-04-28
ES,31,500.5,7,13,32,116.75,2657.5,14298.200000000015,37525.649999999965,116299.1249999989,4824,2024-05-05
ES,32,475.5,7,14.950000000000003,30.900000000000006,101,2416.75,11539.100000000013,31769.249999999985,104211.3749999999,4189,2024-05-12
ES,33,442,6,12,29,99,2380,12364.70000000001,34992.8,104901.72499999894,3385,2024-05-19
ES,34,423.5,5,12,26,93,2027,9740.600000000013,26099.899999999998,78245.69999999965,2372,2024-05-26
ES,35,360.5,4,10,22,82,1918,8945.500000000016,26630.799999999996,82175.12499999974,2365,2024-06-02
ES,36,311,5,10,21,69,1710.25,9487.100000000008,26085.249999999985,76892.0499999997,2021,2024-06-09
ES,37,296.5,4,8,17,61.75,1432.25,7109.9000000000015,20494.699999999997,58514.29999999987,1710,2024-06-16
ES,38,250.5,3,7,16,63,1376.75,7396.000000000002,18573.999999999964,47358.52499999986,1455,2024-06-23
ES,39,225,2,5,14,52,1251.5,6089.800000000001,17920.999999999996,43970.27499999984,1276,2024-06-30
ES,40,210,2,5,13,49,984.25,5399.8000000000075,13667.05,34206.99999999988,1001,2024-07-07
ES,41,182,2,5,11,41,908.25,4215.400000000012,12982.9,34545.874999999825,905,2024-07-14
ES,42,158,1,3,9,36,736.5,4079.500000000001,13781.99999999999,31050.724999999897,824,2024-07-21
ES,43,154,1,3.950000000000003,8,32,693,3873.900000000008,11922.949999999999,33402.199999999706,676,2024-07-28
ES,44,125.5,1.9750000000000014,4,8,30,657.25,3472.100000000003,9077.899999999998,27641.82499999999,610,2024-08-04
ES,45,122,1,3,7,27,644.25,2979.0000000000014,9148.799999999997,26457.399999999943,550,2024-08-11
ES,46,117,1,3,7,26,572.5,3290.000000000001,9476.499999999995,29094.674999999854,547,2024-08-18
ES,47,114.5,1,2,6,25,573.75,2980.2000000000016,8546.899999999994,22555.3,501,2024-08-25
ES,48,115,1,3,7,24,517,2760.7000000000007,8711.24999999997,23708.67499999992,526,2024-09-01
ES,49,106,1,2,6,24,587,3345.800000000001,9787.399999999992,23998.724999999944,480,2024-09-08
ES,50,115,1,3,7,25,623.5,3264.200000000011,9066.099999999979,21674.69999999999,535,2024-09-15
ES,51,128,1,3,7,28,672,3258.800000000001,9967.749999999995,32366.749999999545,553,2024-09-22
ES,52,154,1,4,8,33,762.5,4111.500000000001,11573.8,33883.34999999999,587,2024-09-29
GO,1,535,252,286.95000000000005,330.90000000000003,417.75,720.5,942,1143.2999999999997,1361.374999999998,680,2023-10-08
GO,2,578,276.925,314,361,447,749,996.3000000000004,1234.05,1471.1249999999993,816,2023-10-15
GO,3,604,274,316.95,375,472,780.25,1047.3000000000004,1271.05,1497.5249999999971,769,2023-10-22
GO,4,639.5,299,338.95000000000005,389.9,489,845,1102,1348.2499999999998,1625.0749999999996,769,2023-10-29
GO,5,688,314,361.9,415.9,526,883,1181.1000000000001,1422.3499999999997,1757.199999999999,1053,2023-11-05
GO,6,723,357.95000000000005,405,455.9,569.75,945,1229,1512.1,1901.3249999999982,951,2023-11-12
GO,7,787.5,377.95,427.95,484.9,613.5,1034,1323.1000000000001,1591.1499999999999,1979.924999999995,1170,2023-11-19
GO,8,851,387.97499999999997,457.95,528,662,1102,1453.2000000000003,1719.6999999999994,2015.2499999999986,1332,2023-11-26
GO,9,886,411.925,458,537,690,1162.25,1511.1000000000001,1781.1999999999998,2107.399999999998,1198,2023-12-03
GO,10,935,465.9,510.90000000000003,583.9,739,1212,1604,1911.05,2267.399999999998,993,2023-12-10
GO,11,1012,483.97499999999997,554,638,785,1335.25,1740.1000000000001,2133.3499999999995,2605,706,2023-12-17
GO,12,1157.5,560.975,630.8499999999999,705.9,895.75,1527,2008.1000000000001,2387.2,2813.224999999999,1203,2023-12-24
GO,13,1382.5,633.775,738.95,860.8,1085.75,1802,2366.2000000000003,2921.0499999999997,3423.699999999996,3670,2023-12-31
GO,14,1709,806.975,935.9,1049,1326,2239,2944.3,3498.2999999999997,4020.199999999999,4031,2024-01-07
GO,15,2049,987.875,1085.9499999999998,1250.8,1586.5,2667.25,3476.4000000000005,4139.15,4756.974999999995,5399,2024-01-14
GO,16,2337.5,1130.9499999999998,1242.95,1467.7,1822.75,3016.25,3963.1000000000004,4825.0999999999985,5862.124999999999,8373,2024-01-21
GO,17,2707,1259.9750000000001,1474.8999999999999,1654.8,2101.5,3518.25,4509.4000000000005,5344.15,6364.5499999999975,12515,2024-01-28
GO,18,2912,1405.7,1571,1844.7,2299.5,3825.75,5030.300000000001,5928.399999999999,7301.374999999998,14475,2024-02-04
GO,19,3131.5,1506,1771,1981.8000000000002,2477,4116.25,5301.600000000004,6429.199999999999,7808.499999999997,16496,2024-02-11
GO,20,3386,1627.925,1867.95,2110,2649.5,4385,5679.4000000000005,6810.549999999999,8143.4249999999975,18879,2024-02-18
GO,21,3569.5,1740.475,1948.8000000000002,2217.4,2764,4588.5,5951.500000000003,7154.249999999999,8270.049999999977,19539,2024-02-25
GO,22,3709,1792.85,2056.65,2355.9,2882.75,4784,6287.4000000000005,7250.049999999999,8747.149999999994,19170,2024-03-03
GO,23,3790,1873.85,2083,2400.8,2977,4903.5,6340.9000000000015,7666.149999999998,9190.849999999995,20213,2024-03-10
GO,24,3912.5,1951.8,2172.6,2485.7000000000003,3088.5,5041,6699.500000000001,7957.65,9451.199999999999,19441,2024-03-17
GO,25,3956.5,1896.95,2164.8,2490.9,3109,5093.75,6710.500000000001,8064.649999999999,9343.849999999995,15771,2024-03-24
GO,26,4010,1940.9750000000001,2193.85,2486.6000000000004,3110,5224.5,6600.700000000001,8004.549999999999,9469.624999999985,19248,2024-03-31
GO,27,3937.5,1983.8,2215.95,2512.9,3115.75,5065.5,6488.500000000001,7689.949999999999,8898.77499999999,19706,2024-04-07
GO,28,3890,1918.95,2139.9500000000003,2419,3051.75,5053.75,6544.300000000002,7786.199999999997,9536.199999999999,19600,2024-04-14
GO,29,3746,1850.85,2070.75,2386.8999999999996,2950,4835,6093.4000000000005,7426.5999999999985,8988.524999999992,17751,2024-04-21
GO,30,3608.5,1729.95,1958.8500000000001,2249.9,2846,4633.75,6029.800000000003,7256.999999999998,8677.149999999998,17278,2024-04-28
GO,31,3363,1660.65,1922.9499999999998,2167.8,2687.5,4276.25,5454.900000000002,6569.299999999998,8371.299999999997,15524,2024-05-05
GO,32,3066.5,1509.925,1667.8999999999999,1941.9,2400.25,3888.25,5001.5,6028.05,7249.199999999999,12494,2024-05-12
GO,33,2689.5,1330.65,1476.75,1688,2132.75,3466.5,4533.700000000001,5247.7,6356.824999999995,9812,2024-05-19
GO,34,2375,1174,1309.8999999999999,1507.6,1856,3033.25,3936.600000000001,4663.05,5454.749999999995,6750,2024-05-26
GO,35,2029.5,974.975,1115.95,1302.6999999999998,1573.75,2608,3304.9000000000015,4010.099999999998,4868.025,5701,2024-06-02
GO,36,1724.5,865.9250000000001,973,1105.8,1372,2231,2834,3489.1499999999996,4071.174999999994,4835,2024-06-09
GO,37,1451.5,724.975,811.9000000000001,912,1125.5,1898,2406.9000000000015,3035.7499999999995,3814.349999999998,3569,2024-06-16
GO,38,1225,598.9250000000001,674.85,769.9,959,1582.75,2045,2505.0499999999997,2979.124999999999,2733,2024-06-23
GO,39,1030.5,478.97499999999997,560,636,797,1353.5,1759.5000000000007,2136.1,2545.0999999999995,2521,2024-06-30
GO,40,857.5,419.97499999999997,468,529,662,1099.25,1431.0000000000014,1700.4499999999996,2003.5999999999967,1817,2024-07-07
GO,41,724,345,400,454,568.75,941,1221.3000000000004,1482.7499999999993,1780.5999999999967,1420,2024-07-14
GO,42,635,301,340,390.90000000000003,498.75,829,1077,1298.4999999999995,1549.0999999999995,1355,2024-07-21
GO,43,567,270,305.9,353,448,748,994,1176,1409,1398,2024-07-28
GO,44,534,250,279,329.9,410.75,684,898.2000000000003,1107.05,1306,1072,2024-08-04
GO,45,495,234.95000000000002,273,308.9,385,642.25,853.3000000000004,1031,1223.2749999999985,1001,2024-08-11
GO,46,470,228,252,290,365,612.25,787.1000000000001,950.1499999999999,1148.174999999999,912,2024-08-18
GO,47,466,221.97500000000002,251.95,291,372,604.25,794.1000000000001,958,1121.0249999999999,789,2024-08-25
GO,48,464.5,213.97500000000002,243.95,279,359,613,780.1000000000001,962,1139.349999999998,801,2024-09-01
GO,49,464,228,252,285,364,607,802.1000000000001,972.05,1152.0249999999999,825,2024-09-08
GO,50,481,228,249.95,290,371,621,827.2000000000003,981.05,1197.0999999999995,744,2024-09-15
GO,51,505,239.95,270.95000000000005,310,389.75,661,869.1000000000001,1012.0999999999999,1182.4999999999973,631,2024-09-22
GO,52,520.5,243.975,275,314.90000000000003,403,691,896.2000000000003,1104.1499999999999,1315.8499999999954,656,2024-09-29
MA,1,26,4,5,8,14,47,80.10000000000014,121,174.02499999999986,24,2023-10-08
MA,2,24.5,3,5,8,13,46,81,124,196.04999999999973,22,2023-10-15
MA,3,24.5,4,6,8,13,44,85,123,174.02499999999986,8,2023-10-22
MA,4,25,4,5,8,14,45,83.10000000000014,126,178,16,2023-10-29
MA,5,26,4,6,8,14,45.25,85,123,162.0749999999996,25,2023-11-05
MA,6,27,4,6,9,15,49,86.10000000000014,122.04999999999995,189.12499999999932,21,2023-11-12
MA,7,26,4,6,8,15,47,84,124.04999999999995,169,28,2023-11-19
MA,8,27,4,6,9,15,50,88.10000000000014,133.0999999999999,185,35,2023-11-26
MA,9,28,4,6,9,16,50,86,118,189.04999999999973,11,2023-12-03
MA,10,32,4,7,10,18,54,90,123.09999999999991,169,17,2023-12-10
MA,11,35,6,8,11,19,63,105.10000000000014,155,215.04999999999973,5,2023-12-17
MA,12,45,7.975000000000001,10,15,26,77,131,183.0999999999999,242.04999999999973,13,2023-12-24
MA,13,57,10,14,20,33,104,175,247.19999999999982,344.09999999999945,53,2023-12-31
MA,14,80.5,12.975000000000001,18.950000000000003,27,45,138.25,258.10000000000014,361.04999999999995,502.1499999999992,82,2024-01-07
MA,15,102,20,26,36,59,181.25,322,467.0999999999999,658.1249999999993,83,2024-01-14
MA,16,130,24,32,44,76,224,374,542.2999999999997,735.1499999999992,75,2024-01-21
MA,17,159,30,41,56,91.75,284,479.10000000000014,734.05,957.1499999999992,124,2024-01-28
MA,18,185,34.975,47,64,108,319.25,547,783.1999999999998,1052.199999999999,214,2024-02-04
MA,19,210.5,43,56,79,123,363.25,612,876.5999999999995,1255.3999999999978,397,2024-02-11
MA,20,227,41,55,77,133,401,686,1013.0999999999999,1505.4249999999977,602,2024-02-18
MA,21,235.5,46,62,87,136.75,407,684.1000000000001,948.05,1372.1249999999993,747,2024-02-25
MA,22,235.5,48,62.95,83,137,422,688.2000000000003,943,1240.2249999999988,768,2024-03-03
MA,23,220,43,57,79.9,131,376.25,626,892.4999999999995,1167.1249999999993,933,2024-03-10
MA,24,216.5,43,57,75,128,373,613.2000000000003,891.0999999999999,1187.7999999999956,1053,2024-03-17
MA,25,214,42,62,80,127,372.25,624.3000000000004,910.05,1261.0499999999997,744,2024-03-24
MA,26,200.5,41.975,53,70,122,356.25,621.1000000000001,868,1217.349999999998,844,2024-03-31
MA,27,214,41,55.95,73,121,366.25,583.1000000000001,810.05,1161.0749999999996,772,2024-04-07
MA,28,206,42,57,75.9,120,363.25,609.1000000000001,821.4499999999996,1159.1249999999993,668,2024-04-14
MA,29,197,39,52,72,117.75,343,583.2000000000003,817.05,1078.9999999999945,447,2024-04-21
MA,30,182.5,38,48,64,107,328,560.1000000000001,784.05,1176.374999999998,375,2024-04-28
MA,31,172,35,46,62,101,302,512.1000000000001,707.1999999999998,918.3999999999978,311,2024-05-05
MA,32,156,31,41.95,56,90,267.25,452.2000000000003,655.1999999999998,901.0499999999997,216,2024-05-12
MA,33,129,26,34,47.900000000000006,78,233,398.10000000000014,557.5499999999995,788.2999999999984,204,2024-05-19
MA,34,119,24,32,43,72,202,347.2000000000003,513,653.0499999999997,133,2024-05-26
MA,35,102,18,25,36,60,177,297.10000000000014,442,654.0999999999995,108,2024-06-02
MA,36,88.5,18,24,33,53,162,278.10000000000014,409.14999999999986,560.0249999999999,88,2024-06-09
MA,37,78,16,20,27,45,139,242,326.0999999999999,478,92,2024-06-16
MA,38,70,13,18,24,40,124,218.10000000000014,310,425.02499999999986,63,2024-06-23
MA,39,61,12,15,21,36,111,195.20000000000027,287,388.09999999999945,48,2024-06-30
MA,40,55,11,14,20,32,100,178.10000000000014,255.04999999999995,355.0499999999997,37,2024-07-07
MA,41,51,9,11,17,29,92,166,242.0999999999999,358.02499999999986,23,2024-07-14
MA,42,47,8,11,16,27,86,158,226,331.1249999999993,27,2024-07-21
MA,43,44,7,9,14,24,78,142,211.04999999999995,324.09999999999945,27,2024-07-28
MA,44,39,7,10,13,23,75,141,214,313.02499999999986,28,2024-08-04
MA,45,38,6,9,12,21,70,126,187.19999999999982,282.09999999999945,24,2024-08-11
MA,46,35,6,8,12,19,62,122,177.04999999999995,246.04999999999973,25,2024-08-18
MA,47,32,5,7,10,18,60,111,167.04999999999995,260.02499999999986,27,2024-08-25
MA,48,31,4,6,9,18,56,114,165.04999999999995,240.02499999999986,20,2024-09-01
MA,49,28,5,6.950000000000003,9,16,53,109.10000000000014,149,249.0749999999996,24,2024-09-08
MA,50,28,4,6,9,15,51,91.10000000000014,144,202.04999999999973,24,2024-09-15
MA,51,26,4,6,8,14,48,91,129.0999999999999,197,17,2024-09-22
MA,52,25,4,5,8,14,47,86,132,195.04999999999973,20,2024-09-29
MG,1,452,149,174,215.9,296,762,1365.400000000002,2131.25,3597.699999999996,1203,2023-10-08
MG,2,467,159.95,183,227.9,317.75,752.5,1379.800000000001,2385.099999999999,4143.374999999998,1547,2023-10-15
MG,3,486.5,168.975,198,237,329,819.25,1621.2000000000003,2671.8999999999996,4647.374999999998,1730,2023-10-22
MG,4,511.5,176.975,210,254,335.75,906,1686.2000000000003,2893.2499999999995,4837.399999999987,1921,2023-10-29
MG,5,564.5,192.975,221,272.9,376.75,948,1746.5000000000007,3111.5499999999997,4813.049999999988,2914,2023-11-05
MG,6,612,221,258.95000000000005,307.9,418,1006.25,1976.3000000000004,3261.1499999999987,5411.69999999998,3016,2023-11-12
MG,7,687.5,234.925,273,334,453.75,1125.25,1945.1000000000001,3270.3499999999985,6116.299999999945,4362,2023-11-19
MG,8,759,277,316,375,512,1240.25,2253.4000000000005,3928.0499999999984,7589.399999999992,5006,2023-11-26
MG,9,848,310.97499999999997,354,420.9,575,1386.75,2520.4000000000005,3868.2,7538.849999999996,5472,2023-12-03
MG,10,980,350.97499999999997,404.95,483,664,1557.75,3147.1000000000004,4911.249999999996,7742.274999999981,6086,2023-12-10
MG,11,1141.5,404,479,559.8,747.75,1828.5,3432.2000000000003,4825.849999999997,8467.624999999985,4756,2023-12-17
MG,12,1349.5,492.975,560.95,673.9,931,2143.5,3867.0000000000014,6305.299999999999,10703.124999999987,5562,2023-12-24
MG,13,1650,598,705.9,830.8000000000001,1142,2661.25,4531.200000000001,7708.799999999999,11768.249999999993,18361,2023-12-31
MG,14,2042,757,880.9000000000001,1062.8,1424.75,3159,5654.4000000000015,8713.549999999987,14637.599999999991,23289,2024-01-07
MG,15,2544.5,949.875,1099.95,1301.9,1734.5,4000.5,6715.500000000001,9675.149999999992,17003.425,35679,2024-01-14
MG,16,2985.5,1185.9750000000001,1335.5500000000002,1586,2084,4628.5,8401.400000000001,13021.149999999994,18582.974999999948,54266,2024-01-21
MG,17,3601,1290.9499999999998,1490.6499999999999,1805.9,2448.75,5697,9873.300000000001,14573.449999999999,20414.674999999992,75435,2024-01-28
MG,18,4081.5,1551.8999999999999,1735.9499999999998,2064.6,2757.5,6343.25,11235.700000000004,16720.15,29440.49999999995,89803,2024-02-04
MG,19,4677.5,1765.8999999999999,1998.4,2356.9,3176,7323.25,12493.400000000016,19781.55,31264.59999999999,102825,2024-02-11
