uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,cases,date
CE,29,1182,330.975,412.55,515,741.75,1881,3194.7000000000007,4491.7,6891.274999999998,476,2023-04-23
CE,30,1179,335.85,412.95,496,772.5,1989.25,3225.6000000000004,4823.899999999997,6795.4249999999975,636,2023-04-30
CE,31,1167,332.95,402.90000000000003,509,748.25,1951.75,3395.1000000000013,5057.5999999999985,6964.899999999995,689,2023-05-07
CE,32,1193.5,350.92499999999995,410.65000000000003,505,756,1947.5,3330.2000000000003,4986.349999999997,6407.249999999993,666,2023-05-14
CE,33,1155.5,334.84999999999997,405,507,745.75,1917.25,3231.2000000000007,4614.499999999998,6520.349999999992,615,2023-05-21
CE,34,1100,313.95,385.95,493,707.75,1851,3212.9000000000015,4496.699999999999,6546.499999999992,512,2023-05-28
CE,35,1038.5,299.95000000000005,353,451,657.5,1712.75,2909.300000000002,4616.5,6398.2999999999975,475,2023-06-04
CE,36,947,282.95,356.9,431.9,619.75,1597.75,2617.2000000000016,3916.05,5603.124999999999,514,2023-06-11
CE,37,872.5,254.97500000000002,309,385.9,565.75,1462.5,2482,3798.849999999998,5457.449999999986,424,2023-06-18
CE,38,808,225.975,284.95,355,528,1316.25,2275.3,3193.3499999999985,4504.249999999998,362,2023-06-25
CE,39,739,196.975,250.95000000000002,315.9,475.75,1224,2024.4000000000005,3064.1,4559.9749999999885,340,2023-07-02
CE,40,684,195.975,238.85000000000002,300,434.75,1109.5,1973.1000000000015,2776.249999999999,3922.749999999996,339,2023-07-09
CE,41,613,174.925,213,265,393,1026.25,1671,2374.2999999999997,3489.699999999996,291,2023-07-16
CE,42,556,152.875,188,244,358,907,1602,2224.25,3179.399999999998,253,2023-07-23
CE,43,496,133,168,207.9,306.75,816.25,1392.3000000000004,2233.2499999999995,2962.87499999999,272,2023-07-30
CE,44,444,127,150.95000000000002,191,279,716.25,1261.700000000001,1749.05,2450.374999999998,216,2023-08-06
CE,45,381,109.975,134,171.9,247.75,621,1035.2000000000003,1577.1999999999998,2187.099999999994,210,2023-08-13
CE,46,334,91,110,143.9,215.75,547,927.3000000000004,1364.2999999999997,1887.1499999999937,224,2023-08-20
CE,47,290.5,85.95,105,126,191,472,874.1000000000001,1296.3999999999996,1855.1249999999993,188,2023-08-27
CE,48,259,70,88,110,163,422.25,737.1000000000001,1085.4999999999995,1577.4749999999974,134,2023-09-03
CE,49,223,63,78,97,144,373,629.4000000000005,970.1499999999999,1471,133,2023-09-10
CE,50,192.5,53.975,65,81,123.75,320,544.1000000000001,797.05,1093.2999999999984,104,2023-09-17
CE,51,171.5,48,57,71,110,286.25,491.5000000000007,712.2499999999998,1026.2249999999988,88,2023-09-24
CE,52,153.5,40,50,64.9,94.75,257,439.3000000000004,654,920.1999999999989,122,2023-10-01
DF,1,58,3,6,9,24,137,333.2000000000003,523,1006,435,2022-10-09
DF,2,58,2.9750000000000014,5,10,23,135,316.3000000000004,562.2499999999998,962.2999999999984,469,2022-10-16
DF,3,58,3,5,9,22,132,309.3000000000004,487.0999999999999,856.2749999999985,365,2022-10-23
DF,4,60,3,6,10,23,143,316.2000000000003,600,1089.0749999999996,236,2022-10-30
DF,5,62,3,5,10,26,151.25,339,569.3499999999997,1055.4999999999973,319,2022-11-06
DF,6,66,4,6.950000000000003,12,27,157,385.10000000000014,620.7999999999993,1163,356,2022-11-13
DF,7,73.5,3,7,13,29,181.5,413.10000000000014,705.5499999999995,1330.899999999995,401,2022-11-20
DF,8,84,4,8,13,32.75,197,447,838,1387.4499999999975,436,2022-11-27
DF,9,92.5,5.975000000000001,9,15,38,222.5,488.10000000000014,893.7499999999993,1695.8749999999952,532,2022-12-04
DF,10,106,6,10.950000000000003,18,43,256,583,994.5999999999995,1569.7749999999958,548,2022-12-11
DF,11,121,6.975000000000001,11,20,50,291.25,651.8000000000011,1152.1,2158.3249999999816,439,2022-12-18
DF,12,137.5,8,15,25,55.75,334.25,779.3000000000004,1353.3999999999996,2712,456,2022-12-25
DF,13,165,9.975000000000001,16,29,71,401.25,874,1453.099999999998,2811.474999999997,692,2023-01-01
DF,14,196,11.975000000000001,19,34,80,524.5,1162.4000000000005,2138.1,3690.474999999992,699,2023-01-08
DF,15,240,13,24,42,99,593.75,1346.5000000000007,2419.4999999999986,4210.974999999995,794,2023-01-15
DF,16,283,15,30,53,120,727.25,1652.6000000000008,2823.7999999999975,4744.174999999994,718,2023-01-22
DF,17,343,19,33,56,133.75,779.25,1784.5000000000007,3081.699999999999,5776.599999999991,891,2023-01-29
DF,18,398,23.975,39,69,165.75,937.75,2043.400000000002,3591.5,6453.474999999998,940,2023-02-05
DF,19,441.5,27.950000000000003,43.95,74.9,177,1025.75,2252.2000000000003,4056.8999999999987,6350.774999999951,790,2023-02-12
DF,20,490,28,47.95,85.9,204,1147,2736.1000000000017,4339.3999999999905,7610.749999999969,883,2023-02-19
DF,21,487,30.975,54.95,85.9,210.75,1145.25,2898.700000000002,4803.3,9352.49999999998,875,2023-02-26
DF,22,548.5,31.975,52.95,97,228.75,1373.75,3063.2000000000007,5712.649999999999,10315.224999999906,976,2023-03-05
DF,23,596.5,32,58.85000000000001,104,234.75,1436.5,3293.4000000000033,5934.399999999999,10422.749999999996,934,2023-03-12
DF,24,640,43,64,103.9,256.75,1536.75,3441.2000000000016,5940.199999999999,11032.149999999961,1095,2023-03-19
DF,25,654.5,33,64.95,111.9,278,1538,3555.0000000000014,6597.899999999998,11632.349999999975,1086,2023-03-26
DF,26,693,39,67,114,294.75,1590,3740.9000000000015,6667.65,11656.499999999976,921,2023-04-02
DF,27,757,38,72,131.9,312,1718.25,3610.600000000005,6423.15,10702.54999999996,1207,2023-04-09
DF,28,722,44,71,127,297.5,1685,3842.800000000002,6829.599999999988,12000.19999999995,1097,2023-04-16
DF,29,778.5,50.975,76,126.9,304.75,1781.5,4143.4000000000005,7628.0499999999975,12758.924999999985,1032,2023-04-23
DF,30,701.5,41,67,122,305.75,1704.75,4103.600000000008,6849.3499999999995,12169.774999999958,1092,2023-04-30
DF,31,717,43.975,73,118,293.75,1749.5,3858.2000000000044,6712.649999999999,12573.199999999999,935,2023-05-07
DF,32,704,44.95,72,121,293.75,1721.75,3848.4000000000033,6793.549999999999,10708.649999999892,958,2023-05-14
DF,33,647,35.975,64,117,272,1515.5,3718.5000000000036,6220.749999999999,11325.174999999992,730,2023-05-21
DF,34,575.5,36,57,97,235,1355.25,3118.500000000001,5551.199999999997,9402.999999999978,745,2023-05-28
DF,35,513,30.975,49,86,205,1149.5,2672.3,4658.3499999999985,8054.77499999998,655,2023-06-04
DF,36,397.5,24,43,69,161,981,2267.600000000002,3911.949999999998,6792.199999999955,706,2023-06-11
DF,37,316.5,16,30,51.900000000000006,128,757.5,1705,2970.999999999999,4861.299999999998,589,2023-06-18
DF,38,251,15,24,44,105,608.5,1349.1000000000029,2347.25,3735.3249999999657,438,2023-06-25
DF,39,185,11,19,34,78,430.5,1036,1856.5499999999977,3400.949999999995,466,2023-07-02
DF,40,154.5,8,15.950000000000003,27,61.75,375.25,842.3000000000004,1449.5499999999977,2912.4499999999975,500,2023-07-09
DF,41,119,5,11,20,48,280,620.3000000000004,1106.05,1924.84999999999,406,2023-07-16
DF,42,95,4,9,17,40,229.25,513.1000000000001,903.1499999999999,1758.3249999999928,361,2023-07-23
DF,43,84,4,8,15,35,199.25,435.10000000000014,751.3499999999997,1330.374999999998,445,2023-07-30
DF,44,72,4,7,13,29,172.25,381.10000000000014,664.0999999999999,1284.1499999999992,382,2023-08-06
DF,45,70,4,7,11,28,164,384.2000000000003,607.05,1039.6249999999966,396,2023-08-13
DF,46,65,3,6,11,26.75,156,351,615.0999999999999,1250.0499999999997,365,2023-08-20
DF,47,63,3,6,11,26,155.25,348,584.05,1148.0249999999999,399,2023-08-27
DF,48,63,4,6,11,26,153.25,346,570,1147.2999999999984,437,2023-09-03
DF,49,64.5,3,6,10,27,148,335.10000000000014,620.3499999999997,1102.0499999999997,444,2023-09-10
DF,50,65,3,6,11,26,151,333,620.05,1097.3249999999982,395,2023-09-17
DF,51,60,4,6,11,25,144,346,594.05,992.2499999999986,371,2023-09-24
DF,52,56.5,3,6,11,24,141,331.10000000000014,549,943.3499999999981,359,2023-10-01
ES,1,146,2,3.950000000000003,9,33,695,3321.9000000000106,9698.899999999998,29319.849999999722,0,2022-10-09
ES,2,155.5,2.9750000000000014,5.950000000000003,11,38,794.5,3993.600000000004,12495.649999999994,36822.22499999995,1,2022-10-16
ES,3,181.5,3,6,13,45,934.25,4794.400000000009,14068.15,38617.12499999992,1,2022-10-23
ES,4,215,3,7,14,51,1087.5,5831.700000000006,16931.949999999993,41231.474999999984,3,2022-10-30
ES,5,232,3,8,16,52,1261,6529.600000000002,20553.749999999993,55875.07499999966,7,2022-11-06
ES,6,275,3.9750000000000014,7,16,64.75,1359.5,7239.300000000005,21313.499999999993,61765.39999999994,5,2022-11-13
ES,7,313,4,8,19.900000000000006,70,1521.25,7138.500000000006,18038.399999999994,44749.69999999972,8,2022-11-20
ES,8,311,3,8,19,72,1545,8439.400000000012,23605.299999999992,64620.974999999184,16,2022-11-27
ES,9,336.5,4,10,22,77,1533.25,8236.200000000006,24672.449999999946,67015.89999999995,13,2022-12-04
ES,10,333,4,9,22,82,1644.5,8137.000000000005,23620.89999999999,60528.34999999981,12,2022-12-11
ES,11,332,5,10,23,81.75,1783.25,8308.00000000002,24504.149999999965,70360.97499999995,50,2022-12-18
ES,12,343.5,5,9,23,77.75,1773.5,7720,24707.899999999998,72938.7749999995,362,2022-12-25
ES,13,319.5,4,9,22,76,1651,9581.900000000003,28126.35,71603.97499999971,1337,2023-01-01
ES,14,319.5,4,9,19,82.75,1645,8810.500000000018,31548.749999999985,71210.12499999997,1493,2023-01-08
ES,15,337,5,9,21,77,1637,8206.800000000012,24582.699999999983,64784.42499999894,2253,2023-01-15
ES,16,345,4,9.950000000000003,24,87,1678,7967.200000000003,23026.399999999998,68234.39999999994,2313,2023-01-22
ES,17,313.5,5,11,20,79.75,1688.75,8687.500000000004,24302.29999999997,61026.59999999881,3215,2023-01-29
ES,18,339.5,6,12,24,82,1708.5,9002.900000000005,23337.299999999992,62210.34999999956,4401,2023-02-05
ES,19,354.5,5,10,24,88,1789.5,8338.7,24881.14999999999,61104.44999999991,4541,2023-02-12
ES,20,349,5,11,24,87,1669.25,9243.800000000003,28239.599999999977,63562.07499999929,5242,2023-02-19
ES,21,344.5,5,11,28,89,1895.25,8939.400000000001,27898.64999999993,78843.12499999972,6096,2023-02-26
ES,22,380,5,11,24.900000000000006,88,1837.25,9552.000000000027,28936.299999999967,73592.07499999985,6575,2023-03-05
ES,23,419.5,6,12,26,90,1739.75,9369.600000000004,28075.29999999999,72353.04999999965,7073,2023-03-12
ES,24,370,6,11,23.900000000000006,85.75,1977.75,8085.2000000000035,27031.7,72016.99999999975,7201,2023-03-19
ES,25,371,5,10.950000000000003,24,85,1919,8625.500000000016,33546.49999999999,91639.825,7397,2023-03-26
ES,26,386.5,6,12,23,84.75,1775,8473.700000000006,29423.899999999998,74212.64999999928,6403,2023-04-02
ES,27,352.5,6,9.950000000000003,24,81,1728,7927.600000000029,27231.349999999995,82207.39999999997,6277,2023-04-09
ES,28,330,4.975000000000001,9,20,78.75,1755,7986.200000000008,24594.949999999997,78655.47499999974,5632,2023-04-16
ES,29,309,5,11,22,76,1544.25,7765.800000000001,22494.39999999993,70931.07499999994,4968,2023-04-23
ES,30,319,5,10.950000000000003,21,76.75,1501,7196.400000000003,19242.749999999996,51995.374999999985,5199,2023-04-30
ES,31,289,4.975000000000001,9,20,73.75,1521.75,6852.600000000003,22021.24999999998,58584.124999999956,4714,2023-05-07
ES,32,278.5,3,8,17,66,1340.25,6629.300000000025,20500.79999999999,68613.29999999999,4231,2023-05-14
ES,33,274.5,3,8,19,70,1373.25,6375.500000000023,18778.499999999964,49692.64999999989,3489,2023-05-21
ES,34,252.5,3,7,17,55,1225.25,6986.60000000002,17289.399999999976,48343.699999999946,3524,2023-05-28
ES,35,223.5,3,6,13,53,1177.5,5042,14688.549999999987,36226.59999999971,3147,2023-06-04
ES,36,220,3,6,15,52,993.5,5080.500000000015,17972.149999999998,50850.92499999996,3113,2023-06-11
ES,37,194,2,5,12,44,927.5,4150.000000000001,11892.39999999997,45205.44999999963,2874,2023-06-18
ES,38,167.5,2.9750000000000014,6,12,41,884,4066.2000000000003,12022.899999999987,35234.07499999999,2233,2023-06-25
ES,39,158,2,4,9,34,770.75,3271.7000000000025,11639.199999999995,32126.999999999814,1887,2023-07-02
ES,40,142.5,2,4,9,32,690.5,2967.3000000000006,9275.249999999998,26668.34999999991,1666,2023-07-09
ES,41,117.5,2,3,7.900000000000006,25,571.5,2714.5000000000036,7093.999999999997,20088.49999999983,1204,2023-07-16
ES,42,98,1,3,7,24,528.25,2482.3,8240.099999999993,17873.274999999718,1200,2023-07-23
ES,43,95,1,2,6,22,432,2104.0000000000014,6729.25,16352.37499999991,1088,2023-07-30
ES,44,83.5,1,2.950000000000003,5,21,425.5,2018.900000000004,5713.549999999992,20837.79999999992,930,2023-08-06
ES,45,80,1,2,5,18,416,1767.9000000000067,5749.15,14174.049999999985,798,2023-08-13
ES,46,74,0,2,4,17,368.25,1928.3000000000018,5738.449999999998,17379.549999999905,854,2023-08-20
ES,47,69,1,2,4,17,361.25,1678.200000000003,5058.849999999997,14596.399999999998,700,2023-08-27
ES,48,71,1,2,4,17,308.5,1721.3000000000004,5221.949999999991,14061.874999999967,631,2023-09-03
ES,49,75,1,2,5,17,365,1766.0000000000027,5423.4,14344.674999999952,768,2023-09-10
ES,50,83.5,1,2,5,19,370,2141.4000000000005,5330.799999999998,16447.574999999953,835,2023-09-17
ES,51,91,1,2,6,22,467.75,2099.1000000000004,6349.949999999997,17971.949999999826,856,2023-09-24
ES,52,108,1,3,7,27,543,2659.1000000000004,8210.349999999984,22636.574999999884,900,2023-10-01
GO,1,527,237,264,304,393.75,727,968,1176.05,1433.1499999999937,921,2022-10-09
GO,2,534,237.95000000000002,273.95,316,407,728.5,991.1000000000001,1189,1510.349999999998,867,2022-10-16
GO,3,561,257.97499999999997,289.9,330.90000000000003,420,757,1059,1348.1999999999998,1672.0499999999997,762,2022-10-23
GO,4,609,263.975,307.95,360,451,812,1094,1389.2499999999998,1687.5249999999971,649,2022-10-30
GO,5,656,279.925,319.95,371.9,487,875.25,1196.1000000000001,1503.2999999999997,1805.174999999999,949,2022-11-06
GO,6,699,313,356.95,425,534,948.75,1294.6000000000008,1518.2499999999998,1902.0999999999995,959,2022-11-13
GO,7,758,341.975,391,456.9,579.75,1006.5,1401,1692.1,2101.0999999999995,921,2022-11-20
GO,8,818,368,423.95,491.9,629,1094,1499.4000000000005,1808.2499999999998,2203.4999999999973,923,2022-11-27
GO,9,902,417.97499999999997,468.95,544.9,679,1215.25,1622.1000000000001,1951,2428.1749999999993,842,2022-12-04
GO,10,964.5,449,509.95000000000005,581,733,1309.5,1736,2131.6999999999985,2452.1249999999936,680,2022-12-11
GO,11,1072.5,488.975,549.95,633,801,1438.5,1912.1000000000001,2323.25,2889.649999999997,327,2022-12-18
GO,12,1217.5,571,630,732.9,921,1581.5,2171.0000000000014,2636.1,3265.1499999999996,527,2022-12-25
GO,13,1459.5,662.95,763.9000000000001,879,1106,1946,2598.2000000000003,3120.25,3772.324999999987,1532,2023-01-01
GO,14,1746.5,816,919.9,1053.9,1357,2340,3169.3,3850.2999999999997,4548.324999999998,1554,2023-01-08
GO,15,2131.5,944.9,1095.8,1277,1601.75,2802.75,3702.1000000000004,4508.45,5446.174999999988,1785,2023-01-15
GO,16,2452,1110.575,1268.95,1471.6,1889,3245,4376.500000000002,5234.049999999999,6403.724999999996,1596,2023-01-22
GO,17,2793,1297.975,1451.75,1694.8999999999999,2144.5,3745.5,4958.200000000002,5954.0999999999995,7330.824999999996,2097,2023-01-29
GO,18,3047.5,1403.975,1594.75,1844.7,2370.75,4078,5403.1,6480.699999999999,8307.699999999995,2116,2023-02-05
GO,19,3387.5,1539.875,1750.9,2011,2550.25,4472.5,5938.400000000003,7448.299999999999,9628.649999999996,1867,2023-02-12
GO,20,3560,1623.9750000000001,1845.8,2157,2697.75,4739,6359.300000000001,7734.7,9131.674999999997,1863,2023-02-19
GO,21,3768,1736.875,1979.8000000000002,2289.9,2880.25,5054,6580.000000000002,8158.549999999998,9936.324999999993,2230,2023-02-26
GO,22,3831,1794.75,1997.9499999999998,2378.2000000000003,3016,5208.5,7026,8611.55,10330.025,2320,2023-03-05
GO,23,3967.5,1882.875,2145.9500000000003,2449.6000000000004,3092.75,5314.25,7171.200000000001,8721.5,10375.05,2423,2023-03-12
GO,24,4154,1947.975,2183.9,2477,3137.5,5356.25,7379.200000000001,8968.449999999999,10660.2,3044,2023-03-19
GO,25,4135,1988.975,2180.85,2516.9,3185.75,5503.75,7763.600000000001,9221.4,10847.924999999996,2970,2023-03-26
GO,26,4165,2022.9750000000001,2201.3500000000004,2568.2999999999997,3240,5421,7253.600000000004,8740.349999999999,10614.624999999996,2275,2023-04-02
GO,27,4176,2007.95,2255.8999999999996,2589.7999999999997,3217.75,5423.25,7227.100000000002,8802.849999999999,10679.224999999999,2847,2023-04-09
GO,28,4028,2064.9,2259.85,2576.9,3176.75,5383.5,7172.500000000001,8932.249999999998,10531.74999999999,2611,2023-04-16
GO,29,3963.5,1968.9,2187.9500000000003,2459.9,3071.75,5224.75,6762.600000000004,8232.749999999996,9783.274999999983,2396,2023-04-23
GO,30,3779.5,1823.85,1988.85,2317.7999999999997,2914.25,4917.5,6487.700000000001,7830.55,9738.175,2599,2023-04-30
GO,31,3563.5,1715.675,1926.8500000000001,2218.9,2774.75,4671,6242.4,7545.449999999999,8960.574999999992,2382,2023-05-07
GO,32,3241.5,1567.85,1719.8500000000001,1993.8999999999999,2534.75,4241,5567.100000000002,6834,8154.974999999962,2105,2023-05-14
GO,33,2905.5,1363,1532.9,1778.9,2232,3793,5103.600000000003,6174.749999999998,7375.649999999996,1511,2023-05-21
GO,34,2528,1167.925,1319,1542.6999999999998,1961.75,3338.25,4345.3,5303.4,6533.374999999998,1360,2023-05-28
GO,35,2166.5,1015.85,1142.6000000000001,1311.9,1665,2866.75,3775.2000000000007,4618.3499999999995,5739.649999999996,1077,2023-06-04
GO,36,1859.5,891.9250000000001,1011,1134.8,1440,2434.25,3263.3000000000006,4009.2499999999995,4702.199999999999,1077,2023-06-11
GO,37,1556,712.9499999999999,833.9,961,1199,2091.5,2823.2000000000007,3398.5999999999995,4085.774999999996,868,2023-06-18
GO,38,1302.5,605.9499999999999,698,810.7,1009,1756.25,2356.1000000000004,2899.45,3604.075,727,2023-06-25
GO,39,1094.5,478.97499999999997,564.9,659,853,1461,1987.2000000000003,2492,2983.7749999999905,622,2023-07-02
GO,40,931,422,480.9,555.9,702.75,1241.25,1636.2000000000016,2048.1499999999996,2481.374999999998,616,2023-07-09
GO,41,789.5,356,405,467,594.75,1068.25,1433.1000000000001,1724,2141.7499999999964,577,2023-07-16
GO,42,688,314,357.90000000000003,407,520.75,917,1248,1517.1999999999998,1836.3249999999982,527,2023-07-23
GO,43,614.5,280,326,365,461,822,1096.2000000000003,1308.3999999999996,1561.7749999999958,599,2023-07-30
GO,44,561.5,254.925,288,335.9,426,738.25,989.3000000000004,1203.1,1485.2499999999986,567,2023-08-06
GO,45,528,239.95,279,319,403,712,948,1152.3999999999996,1417.0249999999999,689,2023-08-13
GO,46,499,222.97500000000002,265.95,303,379,677.5,910.2000000000003,1128,1383.1499999999992,627,2023-08-20
GO,47,479,222.97500000000002,252.95,287,366,644.25,885.1000000000001,1062.1499999999999,1341.0749999999996,683,2023-08-27
GO,48,479,213,249.85000000000002,289,361.75,659,852.2000000000003,1019.2499999999998,1298.099999999994,676,2023-09-03
GO,49,478,204.975,234,277.9,359,641.5,863.4000000000005,1074.2999999999997,1249.199999999999,820,2023-09-10
GO,50,491,214,245,284.9,364,658.25,869.3000000000004,1069.2999999999997,1255.2249999999988,869,2023-09-17
GO,51,500,218,250.95000000000002,294,375,676,903,1082.05,1393.0249999999999,735,2023-09-24
GO,52,511.5,227,255.95,296,380,677,940.1000000000001,1172.2999999999997,1370.199999999999,860,2023-10-01
MA,1,19,3,4,6,11,36,63,90.09999999999991,128,58,2022-10-09
MA,2,21,3,4,7,12,38,66,101,155,68,2022-10-16
MA,3,21,3,5,7,12,40,68,96,151,28,2022-10-23
MA,4,22,3,4,6,12,39.25,72.10000000000014,105.04999999999995,145.04999999999973,58,2022-10-30
MA,5,23,3,5,7,13,41,72,103.04999999999995,151.04999999999973,51,2022-11-06
MA,6,23,3,5,7,13,40,76,118.04999999999995,169.04999999999973,57,2022-11-13
MA,7,24,3,5,7,14,43,77,116,166.02499999999986,45,2022-11-20
MA,8,27,4,6,8,14,46,80.10000000000014,116.04999999999995,157.02499999999986,31,2022-11-27
MA,9,27,4,6,8.900000000000006,15,48,85,126,190.02499999999986,34,2022-12-04
MA,10,29,4,6,9,17,54,97,135.04999999999995,209.02499999999986,16,2022-12-11
MA,11,34,5,8,11,19,61,111,160,232,8,2022-12-18
MA,12,42,7,9,13.900000000000006,23,78,138,193.19999999999982,277.02499999999986,39,2022-12-25
MA,13,59,9,13,18,32,102.25,173,244.04999999999995,336.24999999999864,95,2023-01-01
MA,14,74,12,17,23,41,134,249,355,471.09999999999945,78,2023-01-08
MA,15,99,16,23,33.900000000000006,58,178,310.3000000000004,471.0999999999999,707.3249999999982,96,2023-01-15
MA,16,125,22,29,40.900000000000006,69,226,389,580.05,830.1249999999993,112,2023-01-22
MA,17,156,26.975,36,49,84,284,537.3000000000004,781.0999999999999,1049,149,2023-01-29
MA,18,183,31,44,60,103,338,597.5000000000007,890.05,1200.7999999999956,175,2023-02-05
MA,19,196,38,50,70,114,352,654.6000000000008,934.2499999999998,1365.0249999999999,144,2023-02-12
MA,20,217,39,52,72,124,383,657.1000000000001,977.8499999999992,1459,198,2023-02-19
MA,21,221,40.975,56,76,126,385,680.2000000000003,1035.3499999999997,1534.0499999999997,304,2023-02-26
MA,22,221,44,56.95,77,122,380,650,935.0999999999999,1187.0249999999999,339,2023-03-05
MA,23,215,39,52,73,119,373,628.1000000000001,971.2999999999997,1421.6749999999963,304,2023-03-12
MA,24,200,41.975,54,72,116,358,616.4000000000005,901,1253.3999999999978,255,2023-03-19
MA,25,203.5,38.975,50,69,115,360.25,638,891.05,1223.1499999999992,192,2023-03-26
MA,26,203.5,41,52,72,116,349.25,605.2000000000003,858.2499999999998,1204.0249999999999,162,2023-04-02
MA,27,204.5,40,52,72,119,361,637,938.0999999999999,1348.1749999999936,200,2023-04-09
MA,28,209.5,40,53,72,119,370,644.1000000000001,902.05,1290.1249999999939,206,2023-04-16
MA,29,203,37.975,51,67,116,341,587.2000000000003,862,1187.0999999999995,151,2023-04-23
MA,30,189,37.975,49,67,112,338.25,556.2000000000003,804.3499999999997,1213.4999999999973,150,2023-04-30
MA,31,168,32,43,60,100,305.25,520.2000000000003,767.2999999999997,1092.0749999999996,121,2023-05-07
MA,32,160,28,40,58,95,287,513.3000000000004,724,984.4749999999974,101,2023-05-14
MA,33,143,25.975,34,49,83,257.25,437.10000000000014,661.2999999999997,911.0249999999999,69,2023-05-21
MA,34,122,23,30,42,72,219.25,398,616.0999999999999,892.1249999999993,75,2023-05-28
MA,35,104,19,24.950000000000003,35,61,188.25,323,493.14999999999986,707.0999999999995,68,2023-06-04
MA,36,90,17,23,31,50,155,250.20000000000027,373.14999999999986,545.4749999999974,67,2023-06-11
MA,37,75,14,19,25,43,124,215.10000000000014,305.0999999999999,439.1499999999992,74,2023-06-18
MA,38,63,10,15,21,36,108.25,186,273.1999999999998,389.2249999999988,92,2023-06-25
MA,39,52,9,13,17,29,91,164,255,367.2249999999988,78,2023-07-02
MA,40,46,7,10,14,25,80,149,224,337.0749999999996,67,2023-07-09
MA,41,40,7,9,13,23,70,129,196.04999999999995,277.02499999999986,47,2023-07-16
MA,42,36,6,8,11,20,63,117,165.04999999999995,233.1999999999989,51,2023-07-23
MA,43,35,6,8,11,20,60,106,161,240.09999999999945,44,2023-07-30
MA,44,31,5,7,10,18,55,95,143,202.02499999999986,43,2023-08-06
MA,45,29,4,6,9,17,51,92,132.04999999999995,184.0749999999996,43,2023-08-13
MA,46,28,4,6,9,15,48,89,132,199.02499999999986,28,2023-08-20
MA,47,27,4,6,9,16,47,81,119,180,31,2023-08-27
MA,48,25,4,5,8,14,44,78.10000000000014,114,161,24,2023-09-03
MA,49,23,4,5,7,13,42,77,106,157.02499999999986,24,2023-09-10
MA,50,22,3,4,7,12,40,72,106.04999999999995,153.04999999999973,34,2023-09-17
MA,51,20,3,4,6,12,37,67,98.04999999999995,126.02499999999986,17,2023-09-24
MA,52,20,3,4,6,11,38,65,97,132.02499999999986,20,2023-10-01
MG,1,380,141,159,183,251,639.75,1226.2000000000003,2150.45,3767.624999999991,417,2022-10-09
MG,2,412,143.975,168.95,193,267,692.75,1428.6000000000008,2518.999999999999,4424.649999999996,464,2022-10-16
MG,3,441,151.975,181,211,285.75,756,1526.2000000000003,2547.15,4408.82499999999,467,2022-10-23
MG,4,472,158.97500000000002,184,227.9,311,848,1604.4000000000005,2809.3999999999996,5229.074999999994,357,2022-10-30
MG,5,504.5,186,213,251.9,340,892,1703.6000000000008,3088.1,5550.649999999991,320,2022-11-06
MG,6,563.5,197.97500000000002,234.95000000000002,278,379,973.5,1978.2000000000016,3627.35,6073.47499999997,325,2022-11-13
MG,7,632,223,262.90000000000003,309,425,1098.5,1979.1000000000001,3298.6499999999983,6077.299999999998,405,2022-11-20
MG,8,708,252.975,289.95,339,470,1253.25,2430.3000000000015,3828.749999999999,6249.249999999961,383,2022-11-27
MG,9,800.5,287.975,328.95,388,524,1334.25,2618.600000000001,5020.699999999999,8596.674999999992,368,2022-12-04
MG,10,887,326.9,373,438,598,1541,2931.800000000001,4542.1,8084.2499999999445,367,2022-12-11
MG,11,1040.5,369.97499999999997,408,485.9,678,1716.25,3208.3,5422.55,9248.449999999997,253,2022-12-18
MG,12,1193,426.925,501,584,825.75,2014,3796.2000000000003,6279.849999999997,10212.050000000001,764,2022-12-25
MG,13,1454,519.95,611.75,722.9000000000001,973,2366.75,4352.4000000000005,7059.399999999997,11348.974999999946,2403,2023-01-01
MG,14,1741.5,621.9749999999999,751,879,1166.75,2881.75,5181.400000000003,8760.299999999996,14346.549999999965,3149,2023-01-08
MG,15,2062,751.95,873.85,1022.9000000000001,1374,3332.75,5961.1,9468.499999999993,15323.449999999999,4424,2023-01-15
MG,16,2399.5,909.925,1017.9499999999999,1214.6999999999998,1634,3912,6804.700000000001,12133.699999999999,19364.799999999985,5348,2023-01-22
MG,17,2843,1050,1227.95,1419.9,1894.25,4679,8268.500000000004,12938.099999999999,21523.624999999978,8307,2023-01-29
MG,18,3195,1188.975,1378.85,1640.9,2204.5,5096,8811.5,13920.25,21125.09999999992,10747,2023-02-05
MG,19,3546.5,1315.9750000000001,1529,1795.8999999999999,2438.75,5587.5,9883.900000000005,14974.899999999996,25883.399999999936,11147,2023-02-12
MG,20,3900.5,1502.6750000000002,1756.95,2076.9,2691.5,6179.25,11207.500000000007,17472.84999999998,30559.375,12762,2023-02-19
MG,21,4234,1654.35,1850.95,2221.3,2950.25,6959.25,12964.000000000015,19483.149999999994,39612.2499999998,16314,2023-02-26
MG,22,4525.5,1749.9,2002.8,2361.8,3151.75,7336.25,13078.400000000007,20136.899999999998,35236.27499999998,19615,2023-03-05
MG,23,4827,1888.7749999999999,2161,2518.7000000000003,3330,7725.25,14001.6,23516.299999999996,36534.3999999999,22052,2023-03-12
